PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
454018,01-JAN-23,31-DEC-23,As Submitted,RED RIVER HOSPITAL                      ,1505 EIGHTH SREET                       ,,WICHITA FALLS                           ,TX                                      ,76301                                   ,WICHITA                                 ,,,,,,,,,,96,35040,2023,147,26118,,160.21,,144,21,2126,,,,,,,
454026,01-JAN-23,31-DEC-23,As Submitted,WEST OAKS HOSPITAL                      ,6500 HORNWOOD                           ,,HOUSTON                                 ,TX                                      ,77074                                   ,HARRIS                                  ,,,,,,,,,,160,58400,1533,61,49095,,286.29,,140,13,5842,,,,,,,
454050,01-JAN-23,31-DEC-23,As Submitted,GLEN OAKS HOSPITAL                      ,301 EAST DIVISION STREET                ,,GREENILLE                               ,TX                                      ,75401                                   ,,,,,,,,,,,54,19710,1325,10,18007,,115.8,,151,2,2565,566,,,,,,
454060,01-JAN-23,31-DEC-23,As Submitted,LAUREL RIDGE HOSPITAL                   ,17720 CORPORATE WOODS DR                ,,SAN ANTONIO                             ,TX                                      ,78259                                   ,BEXAR                                   ,,,,,,,,,,288,105120,2392,198,85650,,520.57,,262,37,9496,3062,,,,,,
454064,01-JAN-23,31-DEC-23,As Submitted,RIVER CREST HOSPITAL                    ,1636 HUNTERS GLEN RD                    ,,SAN ANGELO                              ,TX                                      ,76907                                   ,,,,,,,,,,,80,29200,690,84,15471,,127.8,,74,14,2392,,,,,,,
454101,01-JAN-23,31-DEC-23,As Submitted,ALLEGIANCE BEHAVIORAL CTR OF PLAINVI    ,2601 DIMMITT ROAD  SUITE 400            ,,PLAINVIEW                               ,TX                                      ,79072                                   ,HALE                                    ,,,,,,,,,,20,7300,2613,,4399,,31,,132,,249,,,,,,,
454103,01-JAN-23,31-DEC-23,As Submitted,KINGWOOD PINES HOSPITAL                 ,2001 LADBROOK                           ,,KINGWOOD                                ,TX                                      ,77339                                   ,HARRIS                                  ,,,,,,,,,,116,42340,1309,148,31384,,192.09,,125,17,3894,,,,,,,
454104,01-JAN-23,31-DEC-23,As Submitted,UBH DENTON HOSPITAL                     ,2026 W UNIVERSITY DRIVE                 ,,DENTON                                  ,TX                                      ,76201                                   ,DENTON                                  ,,,,,,,,,,104,37960,549,41,20787,,70.1,,67,4,3151,724,,,,,,
454107,01-JAN-23,31-DEC-23,As Submitted,BEHAVIORAL HOSPITAL OF BELLAIRE         ,5314 DASHWOOD DRIVE                     ,,HOUSTON                                 ,TX                                      ,77081                                   ,,,,,,,,,,,122,44530,2830,72,36896,,208.7,,230,9,4625,,,,,,,
454108,01-JAN-23,31-DEC-23,As Submitted,CYPRESS CREEK HOSPITAL                  ,17750 CALI DRIVE                        ,,HOUSTON                                 ,TX                                      ,77090                                   ,HARRIS                                  ,,,,,,,,,,128,46720,1901,84,35674,,217.7,,179,7,4238,,,,,,,
454109,01-JAN-23,31-DEC-23,As Submitted,UBH EL PASO HOSPITAL                    ,1900 DENVER AVENUE                      ,,EL PASO                                 ,TX                                      ,79902                                   ,,,,,,,,,,,166,60590,2181,72,53621,,295.8,,193,9,6564,2731,,,,,,
454110,01-JAN-23,31-DEC-23,As Submitted,OCEANS BEHAV HOSP OF PERMIAN BASIN      ,330 S FM 1788                           ,,MIDLAND                                 ,TX                                      ,79706-2601                              ,MIDLAND                                 ,,,,,,,,,,62,22630,903,40,13856,,107.37,,83,5,1743,,,,,,,
454114,01-JAN-23,31-DEC-23,As Submitted,CEDAR CREST HOSPITAL                    ,3500 SOUTH I-35                         ,,BELTON                                  ,TX                                      ,76513-9426                              ,BELL                                    ,,,,,,,,,,68,24820,888,142,18684,,192.89,,84,17,594,,,,,,,
454117,01-JAN-23,31-DEC-23,As Submitted,OCEANS BEHAVIORAL HOSPITAL OF LONGV     ,615 CLINIC DRIVE                        ,,LONGVIEW                                ,TX                                      ,75605                                   ,GREGG                                   ,,,,,,,,,,24,8760,2760,,6570,,61.05,,181,,550,,,,,,,
454118,01-JAN-23,31-DEC-23,As Submitted,LONESTAR BEHAVIORAL HEALTH              ,16303 GRANT RD                          ,,CYPRESS                                 ,TX                                      ,77429                                   ,HARRIS                                  ,,,,,,,,,,24,8760,795,1824,5533,,68,,75,180,546,,,,,,,
454119,01-JAN-23,31-DEC-23,As Submitted,CARROLLTON SPRINGS                      ,2225 PARKER ROAD                        ,,CARROLLTON                              ,TX                                      ,75010                                   ,DENTON                                  ,,,,,,,,,,78,28470,1370,10,24070,,212.8,,126,,2710,352,,,,,,
454122,01-JAN-23,31-DEC-23,As Submitted,OCEANS BEHAVIORAL HOSPITAL OF ABILEN    ,4425 WOODS PLACE                        ,,ABILENE                                 ,TX                                      ,79602                                   ,TAYLOR                                  ,,,,,,,,,,90,32850,2829,12,22837,,185.68,,189,1,2277,,,,,,,
454123,01-JAN-23,31-DEC-23,As Submitted,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN    ,302 GOBBLERS KNOB RD                    ,,LUFKIN                                  ,TX                                      ,75904                                   ,ANGELINA                                ,,,,,,,,,,24,8760,2851,,7548,,69.25,,188,,632,,,,,,,
454124,01-JAN-23,31-DEC-23,As Submitted,MESA SPRINGS                            ,5560 MESA SPRINGS DRIVE                 ,,FORT WORTH                              ,TX                                      ,76123                                   ,TARRANT                                 ,,,,,,,,,,72,26280,616,124,22774,,211.1,,80,15,3112,933,,,,,,
454126,01-JAN-23,31-DEC-23,As Submitted,DALLAS BEHAVIORAL HEALTHCARE            ,800 KIRNWOOD DRIVE                      ,,DE SOTO                                 ,TX                                      ,75115                                   ,DALLAS                                  ,,,,,,,,,,116,42340,556,82,28133,,235.66,,69,13,3359,,,,,,,
454127,01-JAN-23,31-DEC-23,As Submitted,ROCK SPRINGS                            ,700 SOUTEAST INNTER LOOP                ,,GEORGETOWN                              ,TX                                      ,78626                                   ,WILLIAMSON                              ,,,,,,,,,,72,26280,1261,132,23170,,163.91,,122,13,2416,444,,,,,,
454128,01-JAN-23,31-DEC-23,As Submitted,WELLBRIDGE HEALTHCARE FORT WORTH        ,6200 OVERTON RIDGE BLVD                 ,,FORT WORTH                              ,TX                                      ,76132                                   ,TARRANT                                 ,,,,,,,,,,48,17520,1774,23,14414,,90.1,,149,2,1395,254,,,,,,
454129,01-JAN-23,31-DEC-23,As Submitted,GEORGETOWN BEHAVIORAL HEALTH            ,3101 S AUSTIN AVENUE                    ,,GEORGETOWN                              ,TX                                      ,78626                                   ,WILLIAMSON                              ,,,,,,,,,,118,43070,1199,59,27906,,179.21,,135,10,3933,,,,,,,
454130,01-JAN-23,31-DEC-23,As Submitted,WELLBRIDGE HEALTHCARE GREATER DALLAS    ,4301 MAPLESHADE LANE                    ,,PLANO                                   ,TX                                      ,75093                                   ,COLLIN                                  ,,,,,,,,,,48,17520,1891,42,13067,,85.1,,136,3,1207,312,,,,,,
454131,01-JAN-23,31-DEC-23,As Submitted,WESTPARK SPRINGS                        ,ESPN                                    ,,RICHMOND                                ,TX                                      ,77407                                   ,FORT BEND                               ,,,,,,,,,,72,26280,854,75,22513,,157.05,,82,8,2574,744,,,,,,
454132,01-JAN-23,31-DEC-23,As Submitted,SAN ANTONIO BEHAVIORAL HEALTHCARE       ,8550 HUEBNER ROAD                       ,,SAN ANTONIO                             ,TX                                      ,78240                                   ,BEXAR                                   ,,,,,,,,,,198,72270,2024,121,56165,,364.64,,267,23,8036,,,,,,,
454133,01-JAN-23,31-DEC-23,As Submitted,CROSS CREEK HOSPITAL                    ,8402 CROSS PARK DRIVE                   ,,AUSTIN                                  ,TX                                      ,78754                                   ,TRAVIS                                  ,,,,,,,,,,90,32850,2849,8,29349,,173.54,,261,1,3901,,,,,,,
454134,01-JAN-23,31-DEC-23,As Submitted,HAVEN BEHAVIORAL HOSPITAL OF FRISCO     ,5680 FRISCO SQUARE BLVD  SUITE 3000     ,,FRISCO                                  ,TX                                      ,75034-3308                              ,DENTON                                  ,,,,,,,,,,70,25550,1901,78,20059,,121.5,,144,11,2595,855,,,,,,
454135,01-JAN-23,31-DEC-23,As Submitted,HOUSTON BEHAVIORAL HEALTHCARE           ,2801 GESSNER ROAD                       ,,HOUSTON                                 ,TX                                      ,77080                                   ,HARRIS                                  ,,,,,,,,,,163,59495,2173,54,49949,,321.34,,186,7,5855,,,,,,,
454136,01-JAN-23,31-DEC-23,As Submitted,OCEANS BEHAVIORAL HOSPITAL OF KATY      ,455 PARK GROVE LANE                     ,,KATY                                    ,TX                                      ,77450                                   ,HARRIS                                  ,,,,,,,,,,48,17520,5231,,13455,,96.26,,332,,1053,,,,,,,
454139,01-JAN-23,31-DEC-23,As Submitted,SUN BEHAVIORAL HOUSTON                  ,7601 FANNIN STREET                      ,,HOUSTON                                 ,TX                                      ,77054                                   ,,,,,,,,,,,148,54020,1728,162,43672,,252.37,,159,19,5364,2353,,,,,,
454141,01-JAN-23,31-DEC-23,As Submitted,PALMS BEHAVIORAL HEALTH                 ,613 VICTORIA LN                         ,,HARLINGEN                               ,TX                                      ,78550                                   ,CAMERON                                 ,,,,,,,,,,94,34310,1211,154,24449,,98.58,,115,16,3872,1257,,,,,,
454144,01-JAN-23,31-DEC-23,As Submitted,WOODLAND SPRINGS                        ,15860 OLD CONROE ROAD                   ,,CONROE                                  ,TX                                      ,77384                                   ,,,,,,,,,,,96,35040,1214,145,26731,,170.68,,110,21,3042,716,,,,,,
454146,01-JAN-23,31-DEC-23,As Submitted,RIO VISTA BEHAVIORAL HEALTH             ,1390 NORTHWESTERN DRIVE                 ,,EL PASO                                 ,TX                                      ,79912                                   ,EL PASO                                 ,,,,,,,,,,132,48180,558,144,33974,,198.84,,37,20,2784,,,,,,,
454147,01-JAN-23,31-DEC-23,As Submitted,OCEANS BEHAVIORAL HOSPITAL PASADENA     ,4001 PRESTON ROAD                       ,SUITE 150                               ,PASADENA                                ,TX                                      ,77505                                   ,HARRIS                                  ,,,,,,,,,,30,10950,2595,,8022,,61.5,,214,,753,,,,,,,
454148,01-JAN-23,31-DEC-23,As Submitted,PERIMETER HOSPITAL OF ARLINGTON         ,7000 US HIGHWAY 287                     ,,ARLINGTON                               ,TX                                      ,76001                                   ,TARRANT                                 ,,,,,,,,,,88,32120,,298,23065,,152.7,,,37,2525,1523,,,,,,
454149,01-JAN-23,31-DEC-23,As Submitted,PERIMETER BEHAVIORAL HOSPITAL OF DAL    ,2696 W WALNUT STREET                    ,,GARLAND                                 ,TX                                      ,75042                                   ,,,,,,,,,,,100,36500,736,872,19783,,153.7,,59,116,2189,1222,,,,,,
